Source,Target,Type
W3210626751,W4313195819,Directed
W4234141743,W4313195819,Directed
W4282833194,W4313195819,Directed
W4404731700,W4313195819,Directed
W4395109839,W4313195819,Directed
W4388811721,W4313195819,Directed
W4393103082,W4313195819,Directed
W4413222955,W4313195819,Directed
W3179373019,W4313195819,Directed
W4297325298,W4313195819,Directed
W4211047666,W4313195819,Directed
W4377565969,W4313195819,Directed
W4389861912,W4313195819,Directed
W4413227421,W4313195819,Directed
W4387872842,W4313195819,Directed
W4392944108,W4313195819,Directed
W4385499159,W4313195819,Directed
W4407900853,W4313195819,Directed
W4409724440,W4313195819,Directed
W4366069960,W4313195819,Directed
W4402353521,W4313195819,Directed
W3163564123,W4313195819,Directed
W3183694778,W4313195819,Directed
W4200504484,W4313195819,Directed
W4211187271,W4313195819,Directed
W4302759397,W4313195819,Directed
W4393078416,W4313195819,Directed
W4399041202,W4313195819,Directed
W4405582721,W4313195819,Directed
W4416593585,W4313195819,Directed
W7117150262,W4313195819,Directed
W7124849360,W4313195819,Directed
W7128523205,W4313195819,Directed
W3102485856,W2767845755,Directed
W3203440807,W2767845755,Directed
W3200776964,W2767845755,Directed
W4391759383,W2767845755,Directed
W4399205715,W2767845755,Directed
W3003044879,W2767845755,Directed
W3154409918,W2767845755,Directed
W2958044411,W2767845755,Directed
W3202317157,W2767845755,Directed
W2953895706,W2767845755,Directed
W3084566483,W2767845755,Directed
W4323314889,W2767845755,Directed
W3022521493,W2767845755,Directed
W4229026743,W2767845755,Directed
W4399205958,W2767845755,Directed
W2899355410,W2767845755,Directed
W4386858886,W2767845755,Directed
W3185514130,W2767845755,Directed
W4403389859,W2767845755,Directed
W4393008953,W2767845755,Directed
W4315567713,W2767845755,Directed
W4288681509,W2767845755,Directed
W3163145966,W2767845755,Directed
W4281783403,W2767845755,Directed
W4286727908,W2767845755,Directed
W4404721958,W2767845755,Directed
W4311057095,W2767845755,Directed
W4403389840,W2767845755,Directed
W4402365892,W2767845755,Directed
W4414509797,W2767845755,Directed
W3161393114,W2767845755,Directed
W4285214083,W2767845755,Directed
W4311135138,W2767845755,Directed
W4379261018,W2767845755,Directed
W4401580191,W2767845755,Directed
W3005127490,W2767845755,Directed
W3215616366,W2767845755,Directed
W4214572180,W2767845755,Directed
W4391759500,W2767845755,Directed
W4229067753,W2767845755,Directed
W4411784653,W2767845755,Directed
W3216008396,W2767845755,Directed
W4377238971,W2767845755,Directed
W3216107962,W2767845755,Directed
W3201232807,W2767845755,Directed
W2962219247,W2767845755,Directed
W4285386774,W2767845755,Directed
W3113803702,W2767845755,Directed
W3180537263,W2767845755,Directed
W4281754874,W2767845755,Directed
W4322124262,W2767845755,Directed
W4323354586,W2767845755,Directed
W4381278874,W2767845755,Directed
W4385216488,W2767845755,Directed
W4387892146,W2767845755,Directed
W4388039901,W2767845755,Directed
W4410356956,W2767845755,Directed
W4415695813,W2767845755,Directed
W7117354260,W2767845755,Directed
W7125797463,W2767845755,Directed
W7151959191,W2767845755,Directed
W7164837470,W2767845755,Directed
W4309674289,W2947681066,Directed
W4404534210,W2947681066,Directed
W3034188538,W2947681066,Directed
W3213990450,W2947681066,Directed
W3034863243,W2947681066,Directed
W3034808961,W2947681066,Directed
W4388691793,W2947681066,Directed
W4405114800,W2947681066,Directed
W3102645206,W2947681066,Directed
W3141940864,W2947681066,Directed
W3034556525,W2947681066,Directed
W4283830961,W2947681066,Directed
W3153947101,W2947681066,Directed
W3102489149,W2947681066,Directed
W3099474967,W2947681066,Directed
W4396832043,W2947681066,Directed
W2981456979,W2947681066,Directed
W3155332104,W2947681066,Directed
W3174073137,W2947681066,Directed
W4289344424,W2947681066,Directed
W3215701899,W2947681066,Directed
W4404122190,W2947681066,Directed
W3021338988,W2947681066,Directed
W4386566731,W2947681066,Directed
W4415271252,W2947681066,Directed
W3107647534,W2947681066,Directed
W3197332064,W2947681066,Directed
W4399489935,W2947681066,Directed
W4389519430,W2947681066,Directed
W4400618070,W2947681066,Directed
W4409177398,W2947681066,Directed
W4396841884,W2947681066,Directed
W4411993048,W2947681066,Directed
W3035620114,W2947681066,Directed
W3098295417,W2947681066,Directed
W3100262863,W2947681066,Directed
W3125565408,W2947681066,Directed
W3182483462,W2947681066,Directed
W3165988112,W2947681066,Directed
W3034535994,W2947681066,Directed
W4385572815,W2947681066,Directed
W4312711992,W2947681066,Directed
W4367047420,W2947681066,Directed
W4392942881,W2947681066,Directed
W4323244244,W2947681066,Directed
W4306173692,W2947681066,Directed
W4399913536,W2947681066,Directed
W3175929660,W2947681066,Directed
W3103464296,W2947681066,Directed
W3198948523,W2947681066,Directed
W3153239706,W2947681066,Directed
W3157230343,W2947681066,Directed
W4294975605,W2947681066,Directed
W3213471084,W2947681066,Directed
W4224873813,W2947681066,Directed
W4313591551,W2947681066,Directed
W4385266027,W2947681066,Directed
W4384304914,W2947681066,Directed
W4385734257,W2947681066,Directed
W4412396453,W2947681066,Directed
W3214646912,W2947681066,Directed
W4389520363,W2947681066,Directed
W4287553350,W2947681066,Directed
W4407681614,W2947681066,Directed
W7124747728,W2947681066,Directed
W3214464111,W2947681066,Directed
W4285236834,W2947681066,Directed
W3212408173,W2947681066,Directed
W4393059016,W2947681066,Directed
W4403061430,W2947681066,Directed
W4411918206,W2947681066,Directed
W4413925405,W2947681066,Directed
W4414799483,W2947681066,Directed
W3214146384,W2947681066,Directed
W4220795285,W2947681066,Directed
W4297175312,W2947681066,Directed
W4210777287,W2947681066,Directed
W4285218587,W2947681066,Directed
W4382202592,W2947681066,Directed
W4323363096,W2947681066,Directed
W4323645726,W2947681066,Directed
W3136136581,W2947681066,Directed
W4360585189,W2947681066,Directed
W4400581759,W2947681066,Directed
W4385488826,W2947681066,Directed
W4385573652,W2947681066,Directed
W4310113623,W2947681066,Directed
W4312934872,W2947681066,Directed
W4387250957,W2947681066,Directed
W4391320627,W2947681066,Directed
W4402353789,W2947681066,Directed
W3092958231,W2947681066,Directed
W4205941092,W2947681066,Directed
W4226149021,W2947681066,Directed
W4287988220,W2947681066,Directed
W4312351308,W2947681066,Directed
W3158419028,W2947681066,Directed
W4385682310,W2947681066,Directed
W3156686659,W2947681066,Directed
W3015517925,W2947681066,Directed
W3094090968,W2947681066,Directed
W3094244719,W2947681066,Directed
W2971455676,W2947681066,Directed
W3033434706,W2947681066,Directed
W3094307802,W2947681066,Directed
W3134559341,W2947681066,Directed
W3093032106,W2947681066,Directed
W4323651065,W2947681066,Directed
W3019839800,W2947681066,Directed
W3187952778,W2947681066,Directed
W3216949511,W2947681066,Directed
W3088169793,W2947681066,Directed
W2983611420,W2947681066,Directed
W3130796325,W2947681066,Directed
W3208827760,W2947681066,Directed
W3131209550,W2947681066,Directed
W3092054955,W2947681066,Directed
W3113199825,W2947681066,Directed
W4290974148,W2947681066,Directed
W3093061433,W2947681066,Directed
W3164779522,W2947681066,Directed
W3092475796,W2947681066,Directed
W3126612179,W2947681066,Directed
W3198770724,W2947681066,Directed
W3212260561,W2947681066,Directed
W3023473227,W2947681066,Directed
W3135777832,W2947681066,Directed
W3185088702,W2947681066,Directed
W3199045898,W2947681066,Directed
W3212447985,W2947681066,Directed
W3214110416,W2947681066,Directed
W4324266429,W2947681066,Directed
W4387049043,W2947681066,Directed
W4388052762,W2947681066,Directed
W4395097536,W2947681066,Directed
W4396610203,W2947681066,Directed
W4401579117,W2947681066,Directed
W4402352191,W2947681066,Directed
W4409166581,W2947681066,Directed
W4410087367,W2947681066,Directed
W4412378179,W2947681066,Directed
W4413882259,W2947681066,Directed
W4414173160,W2947681066,Directed
W4414775352,W2947681066,Directed
W4415098199,W2947681066,Directed
W4415517988,W2947681066,Directed
W4415590611,W2947681066,Directed
W4416017143,W2947681066,Directed
W4417491397,W2947681066,Directed
W7127060930,W2947681066,Directed
W7127146724,W2947681066,Directed
W7128296015,W2947681066,Directed
W7161590837,W2947681066,Directed
W7166505263,W2947681066,Directed
W4312450628,W3209950363,Directed
W4395056434,W3209950363,Directed
W4213228793,W3209950363,Directed
W4321485482,W3209950363,Directed
W3214896867,W3209950363,Directed
W7140103738,W3209950363,Directed
W4404650820,W4387847472,Directed
W4403582426,W4387847472,Directed
W4404254531,W4387847472,Directed
W4412875481,W4387847472,Directed
W4414603510,W4387847472,Directed
W7117494940,W4387847472,Directed
W4283717058,W3154639321,Directed
W4382517501,W3154639321,Directed
W4225418906,W3154639321,Directed
W4304808006,W3154639321,Directed
W4283806635,W3154639321,Directed
W4312232303,W3154639321,Directed
W4392384941,W3154639321,Directed
W4399205720,W3154639321,Directed
W4410512581,W3154639321,Directed
W4413346244,W3154639321,Directed
W4312971014,W3154639321,Directed
W3213318239,W3154639321,Directed
W4366590880,W3154639321,Directed
W4382281593,W3154639321,Directed
W4411680696,W3154639321,Directed
W4399150114,W3154639321,Directed
W4408973622,W3154639321,Directed
W4406838421,W3154639321,Directed
W4413127364,W3154639321,Directed
W4416661358,W3154639321,Directed
W3215624089,W3154639321,Directed
W4309045044,W3154639321,Directed
W4389096559,W3154639321,Directed
W4399141063,W3154639321,Directed
W4366967714,W3154639321,Directed
W4207065829,W3154639321,Directed
W4323528647,W3154639321,Directed
W4387344744,W3154639321,Directed
W4387704354,W3154639321,Directed
W4399205238,W3154639321,Directed
W4402005891,W3154639321,Directed
W4409360828,W3154639321,Directed
W4416267628,W3154639321,Directed
W7133900920,W3154639321,Directed
W7167830893,W3154639321,Directed
W4367319708,W4292423901,Directed
W4383993482,W4292423901,Directed
W4396723396,W4292423901,Directed
W4400526043,W4292423901,Directed
W4394973476,W4292423901,Directed
W4386370543,W4292423901,Directed
W4376851154,W4292423901,Directed
W4387854274,W4292423901,Directed
W4398321101,W4292423901,Directed
W4407948490,W4292423901,Directed
W4416018074,W4292423901,Directed
W4396758741,W4292423901,Directed
W4390691134,W4292423901,Directed
W4396821616,W4292423901,Directed
W4387846685,W4292423901,Directed
W4391549752,W4292423901,Directed
W4392607719,W4292423901,Directed
W4400910468,W4292423901,Directed
W4401863571,W4292423901,Directed
W4386729356,W4292423901,Directed
W4395008914,W4292423901,Directed
W4396736277,W4292423901,Directed
W4399913925,W4292423901,Directed
W4400528915,W4292423901,Directed
W4403824281,W4292423901,Directed
W4396843790,W4292423901,Directed
W4396944882,W4292423901,Directed
W4406053379,W4292423901,Directed
W4403577822,W4292423901,Directed
W4396723309,W4292423901,Directed
W4403577911,W4292423901,Directed
W4403582478,W4292423901,Directed
W4412394805,W4292423901,Directed
W4410637046,W4292423901,Directed
W4391900848,W4292423901,Directed
W4378697335,W4292423901,Directed
W4385562596,W4292423901,Directed
W4412378073,W4292423901,Directed
W4389956166,W4292423901,Directed
W4403221787,W4292423901,Directed
W4403577336,W4292423901,Directed
W4410571208,W4292423901,Directed
W4403221210,W4292423901,Directed
W4397028653,W4292423901,Directed
W4409657161,W4292423901,Directed
W4409667646,W4292423901,Directed
W4407517758,W4292423901,Directed
W4412376963,W4292423901,Directed
W4396758695,W4292423901,Directed
W4412377179,W4292423901,Directed
W4412377920,W4292423901,Directed
W4414514056,W4292423901,Directed
W4412875461,W4292423901,Directed
W4388998017,W4292423901,Directed
W4396758758,W4292423901,Directed
W4400524768,W4292423901,Directed
W4411019460,W4292423901,Directed
W4412877070,W4292423901,Directed
W4414035002,W4292423901,Directed
W4416018008,W4292423901,Directed
W4386486753,W4292423901,Directed
W4387968670,W4292423901,Directed
W4396843777,W4292423901,Directed
W4387846847,W4292423901,Directed
W4399855289,W4292423901,Directed
W4388670246,W4292423901,Directed
W4401164495,W4292423901,Directed
W4403220120,W4292423901,Directed
W4403577923,W4292423901,Directed
W4406264066,W4292423901,Directed
W4407769958,W4292423901,Directed
W4409158227,W4292423901,Directed
W4410505572,W4292423901,Directed
W4413142846,W4292423901,Directed
W4415250734,W4292423901,Directed
W4417382378,W4292423901,Directed
W4392384619,W4292423901,Directed
W4328027436,W4292423901,Directed
W4380714729,W4292423901,Directed
W4389454038,W4292423901,Directed
W4392053945,W4292423901,Directed
W4392846388,W4292423901,Directed
W4393186360,W4292423901,Directed
W4403577839,W4292423901,Directed
W4405897524,W4292423901,Directed
W4406025418,W4292423901,Directed
W4407266046,W4292423901,Directed
W4407953144,W4292423901,Directed
W4407953583,W4292423901,Directed
W4408048509,W4292423901,Directed
W4408352287,W4292423901,Directed
W4408565768,W4292423901,Directed
W4409158543,W4292423901,Directed
W4409355989,W4292423901,Directed
W4410087487,W4292423901,Directed
W4411523080,W4292423901,Directed
W4411550017,W4292423901,Directed
W4412876972,W4292423901,Directed
W4413860180,W4292423901,Directed
W4414034908,W4292423901,Directed
W4414070760,W4292423901,Directed
W4414544585,W4292423901,Directed
W4414758194,W4292423901,Directed
W4415540211,W4292423901,Directed
W4416016501,W4292423901,Directed
W4416078509,W4292423901,Directed
W4416252020,W4292423901,Directed
W4416290716,W4292423901,Directed
W7118026309,W4292423901,Directed
W7127082602,W4292423901,Directed
W7128614481,W4292423901,Directed
W7128731380,W4292423901,Directed
W7128929896,W4292423901,Directed
W7129001502,W4292423901,Directed
W7129094330,W4292423901,Directed
W7129671405,W4292423901,Directed
W7130657287,W4292423901,Directed
W7131389384,W4292423901,Directed
W7131433155,W4292423901,Directed
W7134987868,W4292423901,Directed
W7138030810,W4292423901,Directed
W7152445632,W4292423901,Directed
W7152470887,W4292423901,Directed
W7152513710,W4292423901,Directed
W7152556900,W4292423901,Directed
W7155068720,W4292423901,Directed
W7155077933,W4292423901,Directed
W7155866248,W4292423901,Directed
W7156180085,W4292423901,Directed
W7160637442,W4292423901,Directed
W7165628713,W4292423901,Directed
W4387846647,W3208981019,Directed
W4403582513,W3208981019,Directed
W4392800005,W3208981019,Directed
W4403577854,W3208981019,Directed
W4284678164,W3208981019,Directed
W4392800531,W3208981019,Directed
W4400909521,W3208981019,Directed
W4407939460,W3208981019,Directed
W4403582839,W3208981019,Directed
W4387846449,W3208981019,Directed
W4403582486,W3208981019,Directed
W4384659755,W3208981019,Directed
W4400528102,W3208981019,Directed
W4404818373,W3208981019,Directed
W4404818404,W3208981019,Directed
W7140205203,W3208981019,Directed
W4413060449,W4381708538,Directed
W7128808378,W4381708538,Directed
W7115007288,W4381708538,Directed
W4402335466,W4381708538,Directed
W4401879822,W4381708538,Directed
W4406189751,W4381708538,Directed
W4415172956,W4381708538,Directed
W4416018077,W4381708538,Directed
W7117128594,W4381708538,Directed
W7162630891,W4381708538,Directed
W4405264897,W4401863589,Directed
W4408183463,W4401863589,Directed
W4401835299,W4401863589,Directed
W4409986421,W4401863589,Directed
W4412875529,W4401863589,Directed
W4409158571,W4401863589,Directed
W4412876848,W4401863589,Directed
W4403862104,W4401863589,Directed
W4401863349,W4401863589,Directed
W4414757965,W4401863589,Directed
W4404304342,W4401863589,Directed
W4413113028,W4401863589,Directed
W4404931550,W4401863589,Directed
W4413886447,W4401863589,Directed
W4415455764,W4401863589,Directed
W4410204320,W4401863589,Directed
W7106533774,W4401863589,Directed
W4414267103,W4401863589,Directed
W4412877112,W4401863589,Directed
W4401863391,W4401863589,Directed
W4412128483,W4401863589,Directed
W4412877110,W4401863589,Directed
W4415166068,W4401863589,Directed
W4415367388,W4401863589,Directed
W4416038816,W4401863589,Directed
W4416038818,W4401863589,Directed
W4416265842,W4401863589,Directed
W4416922089,W4401863589,Directed
W4417193369,W4401863589,Directed
W7125958124,W4401863589,Directed
W7155054305,W4401863589,Directed
W7155798419,W4401863589,Directed
W4407171721,W4399205777,Directed
W4412846540,W4399205777,Directed
W4410488775,W4399205777,Directed
W4409578793,W4399205777,Directed
W4410806395,W4399205777,Directed
W7119497092,W4399205777,Directed
W7134163558,W4399205777,Directed
W7161480653,W4399205777,Directed
W4210379867,W3093859340,Directed
W4353064258,W3093859340,Directed
W4281696884,W3093859340,Directed
W4306317484,W3093859340,Directed
W4409746272,W3093859340,Directed
W4404979389,W3093859340,Directed
W4415256740,W3093859340,Directed
W4396833237,W3093859340,Directed
W4410486476,W3093859340,Directed
W4415250175,W3093859340,Directed
W4386807373,W3093859340,Directed
W4400085767,W3093859340,Directed
W4412753896,W3093859340,Directed
W4297283181,W3093859340,Directed
W4388348925,W3093859340,Directed
W4391382529,W3093859340,Directed
W4411175584,W3093859340,Directed
W4416744799,W3093859340,Directed
W4417213020,W3093859340,Directed
W7155004743,W3093859340,Directed
W7164558827,W3093859340,Directed
W4392846385,W3200686557,Directed
W4367047145,W3200686557,Directed
W4380323660,W3200686557,Directed
W4392384868,W3200686557,Directed
W4415368212,W3200686557,Directed
W4282567554,W3200686557,Directed
W4294433594,W3200686557,Directed
W4225665828,W3200686557,Directed
W4312391334,W3200686557,Directed
W4399975252,W3200686557,Directed
W4400193122,W3200686557,Directed
W4387847405,W3200686557,Directed
W4395030977,W3200686557,Directed
W4403582692,W3200686557,Directed
W4405347173,W3200686557,Directed
W4387849010,W3200686557,Directed
W4360851801,W3200686557,Directed
W4387846778,W3200686557,Directed
W4392384854,W3200686557,Directed
W4403577831,W3200686557,Directed
W4407564270,W3200686557,Directed
W4407953366,W3200686557,Directed
W4412377132,W3200686557,Directed
W4312686696,W3200686557,Directed
W4384948880,W3200686557,Directed
W4406458701,W3200686557,Directed
W4327658179,W3200686557,Directed
W4401857633,W3200686557,Directed
W4226166126,W3200686557,Directed
W4387913206,W3200686557,Directed
W4402438099,W3200686557,Directed
W4384649087,W3200686557,Directed
W4378505367,W3200686557,Directed
W4327498009,W3200686557,Directed
W4327927974,W3200686557,Directed
W4385478101,W3200686557,Directed
W4406458721,W3200686557,Directed
W4406696037,W3200686557,Directed
W4412377298,W3200686557,Directed
W4415192159,W3200686557,Directed
W4416016754,W3200686557,Directed
W7125690312,W3200686557,Directed
W7129065452,W3200686557,Directed
W7160245070,W3200686557,Directed
W7162441723,W3200686557,Directed
W3202466114,W3093938929,Directed
W4288749659,W3093938929,Directed
W4389762644,W3093938929,Directed
W4379348875,W3093938929,Directed
W4388510005,W3093938929,Directed
W4385990946,W3093938929,Directed
W4379506303,W3093938929,Directed
W4306385899,W3093938929,Directed
W4389519217,W3093938929,Directed
W4296899562,W3093938929,Directed
W4280563382,W3093938929,Directed
W4393248081,W3093938929,Directed
W4394593101,W3093938929,Directed
W4416782450,W3093938929,Directed
W4200359965,W3093938929,Directed
W3201530880,W3093938929,Directed
W4307983510,W3093938929,Directed
W4393971145,W3093938929,Directed
W4417132706,W3093938929,Directed
W4297858789,W3093938929,Directed
W4200635677,W3093938929,Directed
W4385724447,W3093938929,Directed
W4406916533,W3093938929,Directed
W3090423411,W3093938929,Directed
W4292622123,W3093938929,Directed
W3213002372,W3093938929,Directed
W4297886129,W3093938929,Directed
W3139249382,W3093938929,Directed
W3196410650,W3093938929,Directed
W3197574730,W3093938929,Directed
W4387619745,W3093938929,Directed
W4405025801,W3093938929,Directed
W4409830445,W3093938929,Directed
W4416751118,W3093938929,Directed
W7118443991,W3093938929,Directed
W7166581099,W3093938929,Directed
W4391094990,W4399205826,Directed
W4408145869,W4399205826,Directed
W4413947764,W4399205826,Directed
W4403724150,W4399205826,Directed
W7116675870,W4399205826,Directed
W4416017517,W4399205826,Directed
W4413792169,W4399205826,Directed
W4319586044,W4306317709,Directed
W4411933219,W4306317709,Directed
W7151263066,W4306317709,Directed
W4404558356,W4221155795,Directed
W4309855356,W2910504729,Directed
W4312092549,W2910504729,Directed
W4384407209,W2910504729,Directed
W4407779823,W2910504729,Directed
W4414985249,W2910504729,Directed
W4280492827,W2910504729,Directed
W4406169465,W2910504729,Directed
W4312386337,W2910504729,Directed
W3166493954,W2910504729,Directed
W4236738970,W2910504729,Directed
W4394851076,W2910504729,Directed
W4324025730,W2910504729,Directed
W4226366050,W2910504729,Directed
W2980412466,W2810902748,Directed
W3163524335,W2810902748,Directed
W4206050843,W2810902748,Directed
W4378945402,W2810902748,Directed
W4320853810,W2810902748,Directed
W4399205534,W2810902748,Directed
W4403490182,W2810902748,Directed
W4407953302,W2810902748,Directed
W4401509011,W2810902748,Directed
W4410538735,W2810902748,Directed
W2975990996,W2810902748,Directed
W4296511052,W2810902748,Directed
W4313049549,W2810902748,Directed
W3209912973,W2810902748,Directed
W4388144224,W2810902748,Directed
W4404172456,W2810902748,Directed
W4403181917,W2810902748,Directed
W4411595319,W2810902748,Directed
W4416018112,W2810902748,Directed
W4360841402,W2810902748,Directed
W3137371290,W2810902748,Directed
W3177149577,W2810902748,Directed
W4406740226,W2810902748,Directed
W4296168745,W2810902748,Directed
W4403389894,W2810902748,Directed
W4411699545,W2810902748,Directed
W4410486512,W2810902748,Directed
W4392251996,W2810902748,Directed
W4312717789,W2810902748,Directed
W4402334735,W2810902748,Directed
W4415259377,W2810902748,Directed
W4286433228,W2810902748,Directed
W4386764775,W2810902748,Directed
W3025160812,W2810902748,Directed
W4403599395,W2810902748,Directed
W4409353823,W2810902748,Directed
W2954757710,W2810902748,Directed
W4205453658,W2810902748,Directed
W4378835528,W2810902748,Directed
W4396843613,W2810902748,Directed
W2972352314,W2810902748,Directed
W4327915215,W2810902748,Directed
W4230926665,W2810902748,Directed
W4396720173,W2810902748,Directed
W4200213829,W2810902748,Directed
W4200342787,W2810902748,Directed
W4200419941,W2810902748,Directed
W4200421646,W2810902748,Directed
W4200562822,W2810902748,Directed
W4293085331,W2810902748,Directed
W4366990342,W2810902748,Directed
W4386265013,W2810902748,Directed
W4396865339,W2810902748,Directed
W4400117430,W2810902748,Directed
W4403751164,W2810902748,Directed
W4403864409,W2810902748,Directed
W4406460484,W2810902748,Directed
W4406844153,W2810902748,Directed
W4406946176,W2810902748,Directed
W4408610986,W2810902748,Directed
W4413228189,W2810902748,Directed
W4413282495,W2810902748,Directed
W4415199371,W2810902748,Directed
W7127330711,W2810902748,Directed
W4410762246,W4399205800,Directed
W4406458426,W4399205800,Directed
W4415005763,W4399205800,Directed
W7153977737,W4399205800,Directed
W4404468987,W4399205800,Directed
W4415625333,W4399205800,Directed
W4416038543,W4399205800,Directed
W7153640447,W4399205800,Directed
W4417003056,W4399205951,Directed
W4399205132,W4380359162,Directed
W4395000068,W4380359162,Directed
W4387724546,W4380359162,Directed
W7140728977,W4380359162,Directed
W4409457217,W4401857309,Directed
W4414931491,W4401857309,Directed
W4408358633,W4401857309,Directed
W4412876836,W4401857309,Directed
W4412826019,W4401857309,Directed
W7154969141,W4401857309,Directed
W4408679340,W4312862517,Directed
W4411260892,W4312862517,Directed
W4367046830,W4312862517,Directed
W4404968491,W4312862517,Directed
W4399715504,W4312862517,Directed
W4407639515,W4312862517,Directed
W4406077597,W4312862517,Directed
W4400490399,W4312862517,Directed
W4406725881,W4312862517,Directed
W4413321748,W4312862517,Directed
W7155857674,W4312862517,Directed
W7162214501,W4312862517,Directed
W3122328384,W2796881724,Directed
W3091315987,W2796881724,Directed
W3080223069,W2796881724,Directed
W3014487746,W2796881724,Directed
W3013437827,W2796881724,Directed
W4211179769,W2796881724,Directed
W3081379046,W2796881724,Directed
W3172559340,W2796881724,Directed
W2971050273,W2796881724,Directed
W2954709811,W2796881724,Directed
W3106460864,W2796881724,Directed
W4281889937,W2796881724,Directed
W3125759795,W2796881724,Directed
W3137696207,W2796881724,Directed
W3174116037,W2796881724,Directed
W3037924069,W2796881724,Directed
W3094067570,W2796881724,Directed
W3080432310,W2796881724,Directed
W3155541393,W2796881724,Directed
W3217136524,W2796881724,Directed
W3107538025,W2796881724,Directed
W3126181281,W2796881724,Directed
W4317566631,W2796881724,Directed
W2989223447,W2796881724,Directed
W3009799308,W2796881724,Directed
W4392728800,W2796881724,Directed
W2954462910,W2796881724,Directed
W3134636647,W2796881724,Directed
W4281630822,W2796881724,Directed
W4396223314,W2796881724,Directed
W3080190007,W2796881724,Directed
W3210712343,W2796881724,Directed
W4396218551,W2796881724,Directed
W4391947766,W2796881724,Directed
W4399205930,W2796881724,Directed
W3080574198,W2796881724,Directed
W3015779319,W2796881724,Directed
W3003734448,W2796881724,Directed
W3197986154,W2796881724,Directed
W3030392376,W2796881724,Directed
W3081370563,W2796881724,Directed
W3081288631,W2796881724,Directed
W3204841898,W2796881724,Directed
W3126840644,W2796881724,Directed
W4402288698,W2796881724,Directed
W3107323457,W2796881724,Directed
W3162427457,W2796881724,Directed
W4311537406,W2796881724,Directed
W4289326033,W2796881724,Directed
W3100910918,W2796881724,Directed
W3160230506,W2796881724,Directed
W3173935901,W2796881724,Directed
W3012164585,W2796881724,Directed
W3198122208,W2796881724,Directed
W3080416674,W2796881724,Directed
W3200981777,W2796881724,Directed
W3153565644,W2796881724,Directed
W4385573162,W2796881724,Directed
W4407767103,W2796881724,Directed
W4287887661,W2796881724,Directed
W4389383976,W2796881724,Directed
W4396944881,W2796881724,Directed
W4398234652,W2796881724,Directed
W3159563206,W2796881724,Directed
W4407722300,W2796881724,Directed
W4411848615,W2796881724,Directed
W4412073304,W2796881724,Directed
W4383616907,W2796881724,Directed
W4410513214,W2796881724,Directed
W4389520045,W2796881724,Directed
W4417146745,W2796881724,Directed
W3080714937,W2796881724,Directed
W3080981270,W2796881724,Directed
W3000157158,W2796881724,Directed
W3113046443,W2796881724,Directed
W3185300650,W2796881724,Directed
W2979791645,W2796881724,Directed
W2903015761,W2796881724,Directed
W2914707617,W2796881724,Directed
W4211056753,W2796881724,Directed
W4213208937,W2796881724,Directed
W4386462154,W2796881724,Directed
W4391231681,W2796881724,Directed
W4400895604,W2796881724,Directed
W4410859935,W2796881724,Directed
W4386790287,W2796881724,Directed
W4409160211,W2796881724,Directed
W4385569752,W2796881724,Directed
W4390402753,W2796881724,Directed
W4394911099,W2796881724,Directed
W4396843601,W2796881724,Directed
W3022655806,W2796881724,Directed
W3024950738,W2796881724,Directed
W2972356763,W2796881724,Directed
W3093772265,W2796881724,Directed
W3036977653,W2796881724,Directed
W4210747227,W2796881724,Directed
W4380358346,W2796881724,Directed
W3207901737,W2796881724,Directed
W4399205929,W2796881724,Directed
W2971389160,W2796881724,Directed
W4392391386,W2796881724,Directed
W4225566846,W2796881724,Directed
W4389632816,W2796881724,Directed
W4407871088,W2796881724,Directed
W4407525734,W2796881724,Directed
W4389524387,W2796881724,Directed
W3012011220,W2796881724,Directed
W3081257413,W2796881724,Directed
W4313388114,W2796881724,Directed
W4387363036,W2796881724,Directed
W4390486036,W2796881724,Directed
W4381884092,W2796881724,Directed
W4399205939,W2796881724,Directed
W4404511771,W2796881724,Directed
W7126244203,W2796881724,Directed
W3188120524,W2796881724,Directed
W3175547999,W2796881724,Directed
W4386471615,W2796881724,Directed
W3029778218,W2796881724,Directed
W2903088770,W2796881724,Directed
W2904236443,W2796881724,Directed
W2889765002,W2796881724,Directed
W3168006205,W2796881724,Directed
W4287888902,W2796881724,Directed
W4221111024,W2796881724,Directed
W3028896959,W2796881724,Directed
W4385570383,W2796881724,Directed
W3165794199,W2796881724,Directed
W4366989944,W2796881724,Directed
W3126888391,W2796881724,Directed
W3192776878,W2796881724,Directed
W4210983576,W2796881724,Directed
W4220675339,W2796881724,Directed
W4224256858,W2796881724,Directed
W4242682031,W2796881724,Directed
W4283579519,W2796881724,Directed
W4372284239,W2796881724,Directed
W4384209937,W2796881724,Directed
W4385569921,W2796881724,Directed
W4388508695,W2796881724,Directed
W4388509341,W2796881724,Directed
W4388937229,W2796881724,Directed
W4394691775,W2796881724,Directed
W4396684878,W2796881724,Directed
W4398247821,W2796881724,Directed
W4409656187,W2796881724,Directed
W4410704363,W2796881724,Directed
W4414910761,W2796881724,Directed
W4416744731,W2796881724,Directed
W7108318529,W2796881724,Directed
W7116799245,W2796881724,Directed
W7125484041,W2796881724,Directed
W7149580260,W2796881724,Directed
W7156732102,W2796881724,Directed
W3092042428,W2991447357,Directed
W3174604160,W2991447357,Directed
W3124364749,W2991447357,Directed
W3212791809,W2991447357,Directed
W4386380139,W2991447357,Directed
